0.7237477 0.23134428 0.08564992 0.47567645 
0.73926556 0.26181424 0.0893166 0.51126695 
0.758441 0.2955263 0.09503541 0.55439454 
0.7792056 0.32063976 0.104436174 0.60254323 
0.7996054 0.32109305 0.12322042 0.6486935 
0.8187388 0.28710523 0.1542813 0.6898131 
0.8354497 0.24153568 0.1909288 0.715881 
0.8488156 0.21369277 0.21971838 0.7316113 
0.8550913 0.21269739 0.21849361 0.7400499 
0.857101 0.21264057 0.21143666 0.7392467 
0.8574373 0.2153357 0.21010461 0.731975 
0.8616018 0.22616406 0.2206214 0.72616875 
0.8552856 0.23467566 0.23176855 0.7227487 
0.83862334 0.24268603 0.24133533 0.70914096 
0.81336457 0.24913494 0.25059435 0.68307626 
0.77553385 0.25230914 0.2661456 0.6468528 
0.7343669 0.2543547 0.27813527 0.6121264 
0.7238823 0.25500757 0.2821088 0.59191096 
0.7504089 0.25400567 0.28460738 0.6217915 
0.7771915 0.2545702 0.29288873 0.6664543 
0.8002576 0.26670378 0.30293795 0.7282836 
0.8107845 0.27681535 0.3005907 0.7869925 
0.8162957 0.28045693 0.31077018 0.82456297 
0.8164117 0.28535828 0.33850673 0.84486884 
0.8160913 0.31171817 0.36093733 0.8545342 
0.81378853 0.34864405 0.37155688 0.85754025 
0.811195 0.38035774 0.37908465 0.85749316 
0.8131108 0.3919104 0.38243008 0.8594888 
0.8271801 0.39568552 0.3713669 0.863656 
0.84194785 0.39477488 0.35720834 0.86684036 
0.85522664 0.39267084 0.34421906 0.8712749 
0.8615077 0.39270896 0.33329132 0.87560016 
0.86558884 0.39514726 0.33210295 0.8787762 
0.86916184 0.3989223 0.33975244 0.8804007 
0.87233543 0.40688232 0.34135982 0.88076806 
0.8747391 0.4108992 0.3424496 0.880328 
0.87404215 0.40473783 0.34514806 0.87984055 
0.87208974 0.39180604 0.3499982 0.87973243 
0.87785697 0.38882226 0.35771155 0.8794014 
0.8842522 0.39035648 0.367369 0.87432516 
0.8813464 0.3950512 0.36473686 0.86548203 
0.8705575 0.40338993 0.34906387 0.856732 
0.8599588 0.405202 0.34546825 0.84330535 
0.8505657 0.3922752 0.341253 0.8203292 
0.8434917 0.36269715 0.3375645 0.78234166 
0.838864 0.3725487 0.3292068 0.72291183 
0.83579814 0.3881048 0.318389 0.67107964 
0.8331924 0.39976013 0.30743405 0.64177835 
0.8303464 0.40370646 0.29706937 0.62705266 
0.8271261 0.40797684 0.26974276 0.6106448 
0.8238469 0.4119749 0.23462242 0.59464794 
0.8212048 0.41444188 0.20995261 0.5808475 
0.82016534 0.41615295 0.21246883 0.5708508 
0.8219817 0.4086953 0.21965176 0.5630863 
0.8225164 0.393004 0.23705928 0.54888576 
0.8182296 0.39088786 0.26703608 0.56308913 
0.8027315 0.37921068 0.31653312 0.6003107 
0.77761626 0.37109855 0.36156482 0.61541855 
0.7730426 0.3571457 0.38283324 0.625407 
0.781476 0.33653402 0.3941494 0.6320808 
0.7862271 0.32182524 0.397237 0.6388148 
0.79047525 0.31966376 0.41268343 0.648488 
0.79420435 0.33535835 0.42183012 0.6575275 
0.7945636 0.3459707 0.4274792 0.66323626 
0.7916854 0.34158683 0.42975584 0.66915774 
0.78741884 0.32659924 0.42772302 0.6752968 
0.7834277 0.3258953 0.42418876 0.6807556 
0.7799503 0.32499707 0.4170756 0.6835246 
0.77592885 0.3243813 0.4066223 0.68172324 
0.7711423 0.32352015 0.3901604 0.6752702 
0.7599197 0.3171763 0.36819488 0.666114 
0.73281384 0.30267534 0.34459746 0.66364425 
0.7018322 0.29133406 0.32349765 0.6886846 
0.73602647 0.28805184 0.28917962 0.73427945 
0.77539843 0.28384468 0.25173932 0.7590123 
0.79317933 0.27887845 0.2240974 0.768702 
0.795992 0.27534312 0.20227699 0.76845556 
0.7967245 0.2800815 0.19049853 0.7690902 
0.7999948 0.28977737 0.17949572 0.7734779 
0.80738616 0.31772977 0.17347023 0.78089976 
0.8213014 0.3293109 0.16740195 0.7894138 
0.8397355 0.32850128 0.1620087 0.7978432 
