0.1303546,0.1008999,0.07681815,0.17572173,•½‹Ï,0.120948595
0.1303546,0.09552208,0.08125782,0.17572173,,0.120714058
0.1303546,0.090724394,0.08182049,0.17572173,,0.119655304
0.1303546,0.08703507,0.07897933,0.17572173,,0.118022683
0.1303546,0.08703507,0.08270376,0.17572173,,0.11895379
0.1303546,0.08703507,0.08581421,0.22057867,,0.130945638
0.1303546,0.08703507,0.087940276,0.18693073,,0.123065169
0.1303546,0.08703507,0.087579705,0.18693073,,0.122975026
0.1303546,0.08703507,0.0934522,0.18693073,,0.12444315
0.1303546,0.08703507,0.09519155,0.18693073,,0.124877988
0.1303546,0.08703507,0.090120815,0.18693073,,0.123610304
0.1303546,0.08703507,0.07055817,0.18693073,,0.118719643
0.1303546,0.08703507,0.06078317,0.18693073,,0.116275893
0.1303546,0.08703507,0.054404534,0.18693073,,0.114681234
0.1303546,0.08703507,0.049275614,0.18693073,,0.113399004
0.1303546,0.08703507,0.04581884,0.18693073,,0.11253481
0.1303546,0.08703507,0.04268632,0.18693073,,0.11175168
0.1303546,0.08703507,0.03961323,0.17246021,,0.107365778
0.1303546,0.08703507,0.037368145,0.17246021,,0.106804506
0.1303546,0.08703507,0.035746176,0.17246021,,0.106399014
0.1303546,0.091153376,0.035063807,0.17246021,,0.107257998
0.1303546,0.10489233,0.03650951,0.17246021,,0.111054163
0.1303546,0.11462927,0.038685758,0.17246021,,0.11403246
0.1303546,0.11996421,0.040625468,0.082839385,,0.093445916
0.075087585,0.12239527,0.040882815,0.086207375,,0.081143261
0.08290001,0.12127238,0.041049235,0.087775216,,0.08324921
0.08796495,0.11773786,0.042821877,0.08826035,,0.084196259
0.09248584,0.120121114,0.044942986,0.08833444,,0.086471095
0.098654844,0.11631314,0.047351796,0.08873136,,0.087762785
0.10062637,0.11843886,0.053360336,0.09728339,,0.092427239
0.10178332,0.11888143,0.058610983,0.11395799,,0.098308431
0.101727575,0.118154354,0.061874136,0.13280007,,0.103639034
0.10060083,0.10739598,0.062080488,0.1436909,,0.10344205
0.099210255,0.096929036,0.0655079,0.14674756,,0.102098688
0.10000565,0.09053886,0.06740352,0.14696614,,0.101228543
0.10796419,0.092426226,0.06745046,0.14993225,,0.104443282
0.11459487,0.09472418,0.06351017,0.15337323,,0.106550613
0.118030176,0.09550976,0.06112824,0.155921,,0.107647294
0.11977946,0.094262265,0.06083167,0.1584071,,0.108320124
0.12171563,0.093177184,0.061740637,0.16154411,,0.10954439
0.12468078,0.08745608,0.06494287,0.16598006,,0.110764948
0.1264809,0.08370999,0.06718593,0.17198367,,0.112340123
0.12701413,0.08051484,0.06907774,0.17957926,,0.114046493
0.12984245,0.077530526,0.071755454,0.18812719,,0.116813905
0.12856519,0.07893571,0.07578196,0.19687767,,0.120040133
0.1311869,0.09045512,0.07801779,0.20793927,,0.12689977
0.13584091,0.09209655,0.083002344,0.21854442,,0.132371056
0.16053776,0.094314866,0.087754175,0.22631654,,0.142230835
0.20838314,0.09629834,0.08741365,0.23683178,,0.157231728
0.26816806,0.097067416,0.08563357,0.27222368,,0.180773182
0.31409347,0.095969334,0.081834674,0.30783698,,0.199933615
0.3316415,0.09650018,0.08061335,0.3380685,,0.211705883
0.33267948,0.0926841,0.08091156,0.35957563,,0.216462693
0.32349718,0.08918715,0.080997325,0.37562084,,0.217325624
0.32449248,0.089171745,0.08443888,0.39185506,,0.222489541
0.33053952,0.092508666,0.09704662,0.4042854,,0.231095052
0.3348761,0.09683641,0.10091152,0.41378838,,0.236603103
0.3312306,0.10267498,0.09885582,0.42420834,,0.239242435
0.32864374,0.108730726,0.09711759,0.42752886,,0.240505229
0.32701713,0.11531808,0.09457253,0.4226044,,0.239878035
0.32565093,0.09943132,0.089233376,0.41539717,,0.232428199
0.32358286,0.10040533,0.08395352,0.407478,,0.228854928
0.31944206,0.10133383,0.084499165,0.3969828,,0.225564464
0.31314817,0.102465406,0.09368036,0.38434455,,0.223409622
0.3102383,0.10393083,0.10175118,0.37161228,,0.221883148
0.30737695,0.10570627,0.1033603,0.36116803,,0.219402888
0.30703723,0.10700048,0.10182441,0.35421926,,0.217520345
0.30368766,0.09939693,0.100565284,0.34922206,,0.213217984
0.290249,0.08200491,0.09978155,0.34779856,,0.204958505
0.2635206,0.06277548,0.09936925,0.34828466,,0.193487498
0.23239534,0.056524333,0.0970502,0.34896517,,0.183733761
0.21160287,0.05263503,0.088609785,0.33479035,,0.171909509
0.21087554,0.086978324,0.07696557,0.30702764,,0.170461769
0.22003306,0.10827645,0.07095223,0.28074533,,0.170001768
0.2395901,0.1191451,0.07024982,0.26208702,,0.17276801
0.24845982,0.11597044,0.07160715,0.23607743,,0.16802871
0.24785608,0.11186261,0.07301674,0.23412222,,0.166714413
0.24467853,0.11107496,0.07565448,0.23163164,,0.165759903
0.2402869,0.11311469,0.07877709,0.2320216,,0.16605007
0.23448464,0.114648975,0.07755102,0.23405384,,0.165184619
0.2383575,0.11539994,0.06909416,0.23383586,,0.164171865
0.24744739,0.11170825,0.069783464,0.22916774,,0.164526711
0.25591794,0.10758489,0.082212254,0.23011656,,0.168957911
0.2524752,0.103161596,0.09185696,0.22376677,,0.167815132
0.23934777,0.09882325,0.099025875,0.21398422,,0.162795279
0.23355053,0.095527835,0.10251865,0.20356457,,0.158790396
0.21957955,0.095527835,0.10978439,0.18940894,,0.153575179
0.20432754,0.099086195,0.11394067,0.17344096,,0.147698841
0.1904019,0.10892901,0.11702071,0.15663777,,0.143247348
0.1812431,0.12586994,0.11768164,0.14174452,,0.1416348
0.17525767,0.13150795,0.11659551,0.13041246,,0.138443398
0.17156516,0.115283616,0.11489296,0.12140801,,0.130787437
0.16982353,0.115283616,0.11476946,0.118814535,,0.129672785
0.16911867,0.115283616,0.11617804,0.11699946,,0.129394947
0.1688011,0.115283616,0.11689172,0.11526596,,0.129060599
0.16804133,0.115283616,0.11575388,0.119285904,,0.129591183
0.1691292,0.042734277,0.11456095,0.11887161,,0.111324009
0.17162347,0.050163407,0.11258263,0.113753974,,0.11203087
0.17565946,0.06371755,0.10977577,0.11403043,,0.115795803
0.18105665,0.06371755,0.10846051,0.11414697,,0.11684542
0.18740177,0.06371755,0.10345807,0.11688217,,0.11786489
0.1877117,0.06371755,0.0959024,0.11778171,,0.11627834
0.1772874,0.06371755,0.084348015,0.11971217,,0.111266284
0.15633014,0.06371755,0.07648315,0.121567026,,0.104524467
0.13587515,0.06371755,0.070060946,0.12032513,,0.097494694
0.11294592,0.06371755,0.06715599,0.118461385,,0.090570211
0.088987134,0.06371755,0.065273836,0.11177252,,0.08243776
0.075843506,0.06371755,0.06905897,0.10939648,,0.079504127
0.09629868,0.06886852,0.07295674,0.106791444,,0.086228846
0.11666247,0.070946254,0.0717141,0.108960845,,0.092070917
0.13106373,0.070946254,0.073471494,0.11147945,,0.096740232
0.14640506,0.070946254,0.075136766,0.119675346,,0.103040857
0.15615915,0.070946254,0.07953928,0.12407548,,0.107680041
0.1694278,0.070946254,0.07890508,0.13339458,,0.113168429
0.18934952,0.070946254,0.080851875,0.16251986,,0.125916877
0.21240103,0.070946254,0.088668704,0.20055774,,0.143143432
0.23090458,0.070946254,0.09058852,0.2219562,,0.153598889
0.22886837,0.070946254,0.09004168,0.22281817,,0.153168619
0.21791323,0.070946254,0.08889768,0.2157205,,0.148369416
0.20868762,0.070946254,0.08768368,0.20964447,,0.144240506
0.20130338,0.070946254,0.085295826,0.2059277,,0.14086829
0.19604369,0.070946254,0.087389454,0.20181257,,0.139047992
0.19330552,0.070946254,0.087439224,0.19974281,,0.137858452
0.19339114,0.070946254,0.08810717,0.19992946,,0.138093506
0.19454676,0.070946254,0.089545935,0.20223168,,0.139317657
0.19905527,0.070946254,0.0902837,0.20622398,,0.141627301
0.20274308,0.070946254,0.08835395,0.21124884,,0.143323031
0.20740657,0.070946254,0.08930887,0.21701194,,0.146168409
0.2118112,0.06134437,0.08972064,0.22380425,,0.146670115
0.21338668,0.06178799,0.08956928,0.23269573,,0.14935992
0.22219987,0.062600166,0.08751308,0.24054842,,0.153215384
0.23148413,0.06360538,0.083726645,0.24962592,,0.157110519
0.218458,0.06640705,0.079737365,0.23887542,,0.150869459
0.17535062,0.06870068,0.07627118,0.20123516,,0.13038941
0.12360514,0.08346892,0.0788372,0.15834185,,0.111063278
0.11285033,0.09969149,0.08283151,0.14973156,,0.111276223
0.122871764,0.10455661,0.086614415,0.1337051,,0.111936972
0.14190222,0.105904676,0.09088285,0.12601629,,0.116176509
0.16211973,0.105904676,0.08782899,0.124055944,,0.119977335
0.17022239,0.105904676,0.077855095,0.14300881,,0.124247743
0.1828403,0.102930546,0.074745655,0.15815438,,0.12966772
0.19789962,0.095057346,0.06863703,0.16299851,,0.131148127
0.20316282,0.0902014,0.06732324,0.15979892,,0.130121595
0.20045824,0.08814348,0.066653654,0.16143489,,0.129172566
0.1974211,0.08547062,0.06580208,0.16787897,,0.129143193
0.19499403,0.08187475,0.06468206,0.1664048,,0.12698891
0.19242206,0.07716112,0.06337478,0.15997626,,0.123233555
0.18978569,0.07124995,0.062000275,0.1539834,,0.119254829
0.18933837,0.064228944,0.061523955,0.14930633,,0.1160994
0.19050156,0.064228944,0.06260722,0.14758499,,0.116230679
0.19290257,0.064228944,0.06076421,0.1465474,,0.116110781
0.19655982,0.064228944,0.059614733,0.14716794,,0.116892859
0.20201305,0.064228944,0.060390282,0.14927988,,0.118978039
