0.1303546,0.1008999,0.07681815,0.17572173,
0.1303546,0.09552208,0.08125782,0.17572173,
0.1303546,0.090724394,0.08182049,0.17572173,
0.1303546,0.08703507,0.07897933,0.17572173,
0.1303546,0.08703507,0.08270376,0.17572173,
0.1303546,0.08703507,0.08581421,0.22057867,
0.1303546,0.08703507,0.087940276,0.18693073,
0.1303546,0.08703507,0.087579705,0.18693073,
0.1303546,0.08703507,0.0934522,0.18693073,
0.1303546,0.08703507,0.09519155,0.18693073,
0.1303546,0.08703507,0.090120815,0.18693073,
0.1303546,0.08703507,0.07055817,0.18693073,
0.1303546,0.08703507,0.06078317,0.18693073,
0.1303546,0.08703507,0.054404534,0.18693073,
0.1303546,0.08703507,0.049275614,0.18693073,
0.1303546,0.08703507,0.04581884,0.18693073,
0.1303546,0.08703507,0.04268632,0.18693073,
0.1303546,0.08703507,0.03961323,0.17246021,
0.1303546,0.08703507,0.037368145,0.17246021,
0.1303546,0.08703507,0.035746176,0.17246021,
0.1303546,0.091153376,0.035063807,0.17246021,
0.1303546,0.10489233,0.03650951,0.17246021,
0.1303546,0.11462927,0.038685758,0.17246021,
0.1303546,0.11996421,0.040625468,0.082839385,
0.075087585,0.12239527,0.040882815,0.086207375,
0.08290001,0.12127238,0.041049235,0.087775216,
0.08796495,0.11773786,0.042821877,0.08826035,
0.09248584,0.120121114,0.044942986,0.08833444,
0.098654844,0.11631314,0.047351796,0.08873136,
0.10062637,0.11843886,0.053360336,0.09728339,
0.10178332,0.11888143,0.058610983,0.11395799,
0.101727575,0.118154354,0.061874136,0.13280007,
0.10060083,0.10739598,0.062080488,0.1436909,
0.099210255,0.096929036,0.0655079,0.14674756,
0.10000565,0.09053886,0.06740352,0.14696614,
0.10796419,0.092426226,0.06745046,0.14993225,
0.11459487,0.09472418,0.06351017,0.15337323,
0.118030176,0.09550976,0.06112824,0.155921,
0.11977946,0.094262265,0.06083167,0.1584071,
0.12171563,0.093177184,0.061740637,0.16154411,
0.12468078,0.08745608,0.06494287,0.16598006,
0.1264809,0.08370999,0.06718593,0.17198367,
0.12701413,0.08051484,0.06907774,0.17957926,
0.12984245,0.077530526,0.071755454,0.18812719,
0.12856519,0.07893571,0.07578196,0.19687767,
0.1311869,0.09045512,0.07801779,0.20793927,
0.13584091,0.09209655,0.083002344,0.21854442,
0.16053776,0.094314866,0.087754175,0.22631654,
0.20838314,0.09629834,0.08741365,0.23683178,
0.26816806,0.097067416,0.08563357,0.27222368,
0.31409347,0.095969334,0.081834674,0.30783698,
0.3316415,0.09650018,0.08061335,0.3380685,
0.33267948,0.0926841,0.08091156,0.35957563,
0.32349718,0.08918715,0.080997325,0.37562084,
0.32449248,0.089171745,0.08443888,0.39185506,
0.33053952,0.092508666,0.09704662,0.4042854,
0.3348761,0.09683641,0.10091152,0.41378838,
0.3312306,0.10267498,0.09885582,0.42420834,
0.32864374,0.108730726,0.09711759,0.42752886,
0.32701713,0.11531808,0.09457253,0.4226044,
0.32565093,0.09943132,0.089233376,0.41539717,
0.32358286,0.10040533,0.08395352,0.407478,
0.31944206,0.10133383,0.084499165,0.3969828,
0.31314817,0.102465406,0.09368036,0.38434455,
0.3102383,0.10393083,0.10175118,0.37161228,
0.30737695,0.10570627,0.1033603,0.36116803,
0.30703723,0.10700048,0.10182441,0.35421926,
0.30368766,0.09939693,0.100565284,0.34922206,
0.290249,0.08200491,0.09978155,0.34779856,
